Date,Day,Time,Activity,Location,Category,Notes
9/6/2026,Sunday,4:40 PM,"Immigration, baggage, stroller retrieval",,Admin,"Ends 6:10 PM.
Ninety minutes, not sixty. A Sunday 16:40 arrival lands in a bank of long-haul flights, and three car seats plus two gate-checked strollers commonly take fifteen to twenty-five minutes to appear at oversized baggage after the carousel is already done. Both infants will need feeding before anyone gets in a vehicle.
Fallback: If the queue is brutal, send one adult ahead to baggage while the rest clear passport control together.
Watch out: Families with infants can normally use the priority lane at Korean immigration. It is the single biggest time saver available to you — ask, do not assume you have to queue.
Verify: Confirm the current arrival paperwork: the Q-Code health declaration and the customs declaration have both moved online and offline more than once.
Watch out: Gate-checked strollers sometimes come to the aircraft door and sometimes to oversized baggage. Ask the crew before you deplane."
9/6/2026,Sunday,6:10 PM,Find the driver first — before anything else,ICN Terminal 2 arrivals — operator's meeting point,Commute,"Ends 6:20 PM.
The moment the last bag is on a trolley, one adult walks straight to the meeting point and makes contact with the driver. Not the eSIM counter, not the ATM. Everything else on this page can be done late; this cannot.
Fallback: If the driver is not at the board, call the operator before you go looking. Do not wander the hall — Terminal 2 arrivals has several meeting areas and they are far apart.
Watch out: The operator waits a maximum of two hours from the time you land. Landing is 16:40, so the transfer is forfeit at 18:40. The immigration and baggage estimate above already runs to 18:10, which leaves thirty minutes of real slack and no more. This is the tightest constraint on the entire arrival day.
Watch out: Send one adult ahead the moment bags are clear rather than moving nine people as a block. Making contact stops the clock in practice, even if the group is still ten minutes behind.
Verify: Carry the operator's phone number written on paper, not only in a phone that may not have signal yet. This is the one number you cannot afford to be unable to reach."
9/6/2026,Sunday,6:20 PM,"eSIM check, after the driver is found",ICN arrivals hall,Admin,"Ends 6:30 PM.
This should be a ten-minute check, not a task, and it now happens after contact with the driver rather than before. Buy the eSIMs before you leave Seattle and activate every one of them on the gate wi-fi at Sea-Tac before boarding — Korean eSIM profiles switch on when they find the network, so five phones connect by themselves while you are still walking to immigration.
Fallback: One pocket wi-fi rental at the airport covers the whole group if a phone refuses. Sort the rest at the hotel, not in the arrivals hall.
Watch out: Doing five phones cold at an arrivals counter with two crying infants eats forty-five minutes and would blow straight through the driver's two-hour cap. Activate before boarding.
Verify: Confirm every phone in the group is carrier-unlocked and eSIM-capable before you leave Seattle.
Watch out: Finish any app sign-up that texts you a code before you switch over to the Korean eSIM. A data-only Korean profile stops your US number receiving SMS, and that is precisely the trap US reviewers describe — stuck at a verification screen, no Korean number, no way to receive the code."
9/6/2026,Sunday,6:30 PM,"Cash and T-money, one adult only",,Admin,"Ends 6:40 PM.
Airport bank ATMs take US cards and give a better rate than any exchange counter in Myeongdong. Draw enough for the whole group's incidentals in one go — Mangwon Market, the Insadong street stalls and most of the small food you will actually want are cash, and you do not want to be solving this mid-trip. Buy T-money cards at the same time from any convenience store.
Fallback: Skip it entirely if the driver is waiting. The hotel exchanges, every convenience store sells T-money, and there is an ATM in the Park Hyatt lobby. Nothing about this task is worth losing the transfer over.
Watch out: This runs in parallel with loading the van, not before it. One adult peels off; everyone else goes to the vehicle. If the two-hour clock is close, drop this and do it at the hotel.
Watch out: Install Uber before you fly, and do not count on Kakao T. Uber operates in Korea as a licensed metered taxi platform, rated 4.8 across 152,000 Korean ratings, and your existing account, number and card carry over with no new sign-up. That last part is the whole reason it wins here. [App Store KR, verified 27 August]
Verify: Kakao T is what Koreans actually use and it has the best car supply, so install it at home if you want the option. But recent US reviewers repeatedly report foreign numbers failing verification and a KakaoTalk account being required before you can add a card. Arriving dependent on it is the risk.
Fallback: k.ride is Kakao's own app for visitors and it does take social sign-in, but its recent reviews cluster on two complaints worth knowing: US, Canadian and Australian cards refused, and fares running above the Kakao T rate for the same trip. Treat it as third choice, not first."
9/6/2026,Sunday,6:45 PM,Private transfer to Park Hyatt Seoul,"Park Hyatt Seoul, 606 Teheran-ro, Gangnam-gu",Commute,"Ends 8:00 PM.
Incheon to Samseong is the long way across the city. Nine people plus luggage is two vehicles or one large van — book it before you fly with car seats specified. Contact was made at 18:10, so this departure time is yours to push by ten or fifteen minutes without penalty.
Watch out: Korean law requires child restraints under six years old. Confirm your operator supplies three infant and toddler seats — most do only on request, and this is not a thing to discover at the kerb.
Verify: Confirm whether the two-hour wait is measured from the scheduled landing time or from your actual arrivals-hall exit. It changes how much slack today really has, and the operator is the only one who can tell you.
Verify: Confirm the drive time you are quoted for a Sunday evening arrival; it varies a lot with traffic, and the long-range model has rain on this date."
9/6/2026,Sunday,8:00 PM,"Check in, cribs, unpack the essentials",,Lodging,"Ends 8:30 PM.
Confirm cribs are already in the rooms. Ask about the Globalist breakfast arrangement for the whole party while you are at the desk.
Watch out: Request cribs and a bottle warmer at booking, not at check-in."
9/6/2026,Sunday,8:30 PM,"Simple dinner, in or beside the hotel",,Dining,"Ends 9:15 PM.
Room service or the convenience store. Do not book a restaurant with a start time tonight — this is the meal that gets pushed by every minute the airport takes.
Fallback: Convenience-store dinner is a completely respectable answer on arrival night.
Watch out: Bowel prep is confirmed and it lands tonight. The first dose of tablets is taken between 18:00 and 21:00 — on the evening you land, after an eleven-hour flight. Three of you will not be eating this meal, and the whole evening reshapes around it. Take the dose on time even if the flight ran late; the 04:00 second dose and the 08:00 appointment both key off it."
9/6/2026,Sunday,9:30 PM,Everyone down,,Rest,"Sixteen hours of time difference. Expect a 03:00 wake-up across the board and do not fight it — this is why tomorrow is built the way it is.
Note: Protected. Nothing gets scheduled past this."
9/6/2026,Sunday,,Nap window — All three,,Rest,"Timing: whenever.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/7/2026,Monday,4:00 AM,Second dose of bowel prep (Jun · sister · brother-in-law),,Medical,"Ends 4:20 AM.
BOOKED — confirmed, do not move.
The clinic's instruction is explicit and not flexible: second tablet dose at 04:00. This falls about eleven hours after landing, on the worst jet-lag night of the trip, and it is the single most missable item in the whole plan. It is also the one that cannot be recovered — miss it and the colonoscopy is cancelled on the spot.
Fallback: There is no fallback. If the dose is missed, call 02-2222-4888 before leaving for the clinic rather than turning up and finding out there.
Watch out: Two alarms, on two different phones, set before anyone sleeps. Jet lag will already have you awake around 03:00 — the risk is the one night it does not.
Note: Stay near a bathroom from now until you leave. Plan on being awake from 04:00; do not count on getting back to sleep before the 07:30 taxi."
9/7/2026,Monday,6:30 AM,Fasted — no breakfast for the three (Jun · sister · brother-in-law),Park Hyatt Seoul,Medical,"Kwangdong's own preparation guidance says a light, low-fat dinner the night before and, where instructed, nothing after 21:00 — which means the fast starts on the evening of your arrival day. No breakfast, and water, coffee, milk, gum and sweets may all be restricted depending on which tests you booked.
Watch out: Confirmed by the clinic: the booking includes sedated colonoscopy and sedated gastroscopy, so bowel prep is required and is already underway. First tablet dose was last night between 18:00 and 21:00. The second dose is at 04:00 this morning — see the entry above it.
Watch out: The prep tablets are couriered out seven to ten days before the exam, which is before you check in. Tell Park Hyatt to expect and hold a medical package for an arriving guest, and confirm the clinic corrected the hotel name — the original confirmation listed the wrong Hyatt property with the right street address.
Note: Registration runs first-come, first-served from 08:00, so arriving early genuinely gets you seen earlier. If the morning collapses, the clinic accepts arrivals up to 11:00 for an afternoon slot — but that would put the sedation recovery straight into the toddler's nap window.
Verify: Do not stop any prescription medication on your own. Blood-pressure and heart medication can usually be taken with a sip of water; anticoagulants and antiplatelets must be declared because of the endoscopy and any biopsy.
Source: https://check.spgreserve.com/kwangdong-hospital/"
9/7/2026,Monday,7:30 AM,Travel to the clinic (Jun · sister · brother-in-law),"Kwangdong Hospital · 612 Bongeunsa-ro, Gangnam-gu, Seoul (Samseong-dong)",Commute,"Ends 7:50 AM.
Kwangdong Hospital is a five-minute taxi from the Park Hyatt, or a fifteen-minute walk past COEX. One minute from Bongeunsa Station Exit 5, on Line 9. Valet parking if a car drops you.
Watch out: Bring passports, and treat this as non-negotiable. Sedation uses propofol, which is a controlled substance in Korea, so the clinic has to record a passport number for every sedated patient. No passport means no sedated endoscopy, and the whole morning is wasted.
Source: https://english.visitkorea.or.kr/svc/contents/MedicalKorea/contentsMedicalKoreaView.do?menuSn=923&dataSetId=116&vcontsId=232240"
9/7/2026,Monday,8:00 AM,Precision specialised checkup · KD Program (Jun · sister · brother-in-law),Kwangdong Global Checkup Center,Excursion,"Ends 12:30 PM.
BOOKED — confirmed, do not move.
Kwangdong's published run times are roughly three hours for a Standard programme and three to four for a Premium one. The KD Program adds brain MRI, brain MRA, cervical and lumbar spine MRI, pancreas and liver MRI, NK-cell activity, an echocardiogram, and a cancer gene panel, so it sits at or beyond the top of that range. Block until at least 12:30 and be relaxed about 14:00.
Cost: Kwangdong's own tiers run $400–$850 for Standard and $1,000–$3,900 for Premium, per person
Watch out: The centre's published opening hours are 09:00 to 17:30 on weekdays, not 08:00. Health screening slots often do start earlier than the general desk, but your 08:00 arrival is worth confirming in writing rather than turning up to a locked door fasted.
Watch out: If any of the three has sedated endoscopy, they cannot eat for one to two hours afterwards, cannot make decisions for several, and should not be finding their own way home. Someone collects them.
Verify: Confirm all three can run concurrently. Three people through one MRI queue is a very different day from three people in parallel.
Note: Full results are emailed later — Kwangdong quotes about ten days, and reviewers report two to three weeks with a free video follow-up. There is a doctor consultation on the day, but do not plan around getting a final report before you fly.
Source: https://creatrip.com/en/spot/15390"
9/7/2026,Monday,8:30 AM,Nap window — 5mo,,Rest,"Ends 9:30 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/7/2026,Monday,9:00 AM,Park Hyatt breakfast (Wife · parents · three kids),Park Hyatt Seoul,Dining,"Ends 10:15 AM.
Included on the Globalist benefit. Take it slowly — this is the calmest, warmest room the group will have all day, and it does most of the work of today's plan. Nine o'clock, not eight: the three at the clinic left before dawn, and there is no reason for anyone else to be up early on day two of jet lag.
Verify: Confirm how many people the Globalist breakfast benefit covers; it is usually the member plus one adult, with additional guests charged.
Verify: Ask the kitchen what they can do for a seven-month-old on solids. Korean baby food pouches are also sold at any CU or GS25 if the answer is nothing useful."
9/7/2026,Monday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/7/2026,Monday,10:30 AM,COEX Mall and Starfield Library (Wife · parents · three kids),"COEX, Samseong — walking distance from Park Hyatt",Excursion,"Ends 12:00 PM.
Underground, flat, climate-controlled, lifts everywhere, and a short walk from the hotel. On day two of jet lag with three small children, indoor and close beats interesting. It also happens to be next door to the hospital, so the two halves of the group are never far apart.
Fallback: If it is too much, the hotel lobby and a stroller lap of the block is a completely valid morning.
Source: https://english.visitseoul.net/shopping/Starfield-COEX-Mall_/ENP027622"
9/7/2026,Monday,12:30 PM,Back at the hotel · nap block (Wife · parents · three kids),,Rest,"Ends 3:00 PM.
All three children down, two adults off duty. Do not schedule over this window on any day of this trip.
Note: Protected nap window."
9/7/2026,Monday,12:30 PM,Collect the three from the clinic (One adult goes),,Commute,"Ends 1:30 PM.
Somebody meets them at the exit with a car. Three people who have been fasted since last night, possibly sedated, do not hail their own taxi.
Fallback: Slides with the checkup. Keep the afternoon soft and do not book anything against it.
Watch out: Have congee or juk waiting — bland, warm, and immediate. After a scope, the first food should not be a nine-person restaurant meal."
9/7/2026,Monday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/7/2026,Monday,3:00 PM,Late lunch when the clinic three get back,,Dining,"Ends 4:30 PM.
First real food in roughly twenty hours for three of you. Somewhere close, somewhere quiet, and no stairs.
Fallback: May slide to 16:00. This meal moves; it does not get cancelled.
Watch out: Timing depends entirely on when the checkup actually ends, and post-sedation discharge is often later than the test schedule suggests."
9/7/2026,Monday,5:00 PM,Nothing. Deliberately.,,Rest,"Ends 7:00 PM.
Day two of a sixteen-hour shift with two infants and two people in their seventies. An empty evening now buys you the rest of the week.
Note: Recovery. Resist filling this in."
9/7/2026,Monday,7:00 PM,Early dinner near the hotel,,Dining,"Ends 8:00 PM.
Somewhere that seats nine with chairs rather than floor seating. This is a constraint you will hit repeatedly and it is worth checking every time.
Watch out: Floor seating is common and it does not work for two people in their seventies for a full meal. Ask when you book."
9/8/2026,Tuesday,9:00 AM,Park Hyatt breakfast,Park Hyatt Seoul,Dining,"Ends 10:15 AM.
Included. Build the whole leg around it — a real breakfast at the hotel removes the hardest meal of the day from the plan five times over. Nine o'clock start, so nobody is dressing a baby in the dark."
9/8/2026,Tuesday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/8/2026,Tuesday,10:30 AM,Seongsu and Seoul Forest,"Seoul Forest and Seongsu-dong, Seongdong-gu",Excursion,"Ends 12:30 PM.
Directly across the river from Gangnam and the easiest version of Seongsu you will get — arrive before the neighbourhood wakes up properly. Start in Seoul Forest, which is flat, wide, heavily shaded and genuinely stroller-and-grandparent-friendly, then walk into the converted-warehouse cafés and flagship stores on Yeonmujang-gil. Seongsu is a former shoe-factory district turned design quarter, so the streets are wide and the pavements are real, which is not true of Ikseon-dong or Bukchon.
Fallback: Seoul Forest alone is a complete morning. If the group is flagging, skip the café streets entirely and sit under the trees.
Watch out: Seongsu's cafés mostly open at 11:00 or later, and the popular ones queue hard by noon. Arriving at 10:30 gives you the park first and puts you on the café streets exactly as they open — ahead of the lunch crowd either way.
Note: Seoul Forest has flat paved loops, a lot of shade and plenty of benches. This is the part of the morning built for your parents.
Verify: Confirm at least one café on your list takes a group of nine with strollers, or plan to split into two tables. Seongsu interiors are frequently small and stair-access."
9/8/2026,Tuesday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/8/2026,Tuesday,12:45 PM,Lunch near the hotel,,Dining,"Ends 1:45 PM.
Back within range of the nap block. Chairs, not floor seating."
9/8/2026,Tuesday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/8/2026,Tuesday,1:45 PM,Nap block at the hotel,,Rest,"Ends 3:15 PM.
Note: Protected nap window."
9/8/2026,Tuesday,3:30 PM,Botox appointment · Gangnam (Whoever is having it),Gangnam Station or Apgujeong · clinic to be chosen,Medical,"Ends 4:45 PM.
Moved here off the moving day. Gangnam has the clinic density and the English support, and doing it on day three leaves a full ten days for the result to settle and for the same clinic to see anything unexpected before you fly. Injections themselves take five to fifteen minutes; the appointment is mostly consultation.
Book: Book in advance. Same-day slots exist but not for a specific doctor.
Cost: Korean-brand botox runs about ₩40,000–₩80,000 per area, imported Allergan about ₩140,000–₩220,000
Watch out: Aftercare is no lying flat, no touching the treated area for four hours, and no alcohol, hot baths, sauna or hard exercise for twenty-four. Doing this at 15:30 means it is all clear by bedtime — which is exactly why it is not on a day with a nap in it.
Watch out: Keep this appointment separate from the mole removal, which is on the 17th at Rene Clinic in Incheon. Different city, different clinic, different chart — so ask this clinic today whether they will review a healing wound remotely if anything looks wrong, and get the mole-removal aftercare instructions in writing on the day.
Verify: Confirm price, the product used, and whether a follow-up review is included.
Source: https://www.hairrisk.com/clinic-guide/botox-korea"
9/8/2026,Tuesday,3:30 PM,Skincare run — Olive Young and a department store (Adults in shifts),"Gangnam · Olive Young Gangnam Town, and Hyundai Department Store Trade Center or Starfield COEX",Excursion,"Ends 5:30 PM.
Split the group: some shop, some stay with the kids. Olive Young covers everyday Korean skincare; the department store food halls and children's floors cover the rest. Both are indoors, air-conditioned, and lift-served.
Fallback: Everything here is also available in Myeongdong later in the trip, so no pressure to finish it today.
Watch out: Bring passports. Tax-free refund needs one and the desks are in-store.
Source: https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=148766"
9/8/2026,Tuesday,6:30 PM,"Dinner, early",,Dining,"Ends 7:45 PM.
Korean restaurants fill from around 19:00. Nine people with infants get a much better table at 18:30.
Watch out: Book ahead for a party of nine. Walk-ins at that size are hard almost everywhere in Seoul."
9/9/2026,Wednesday,8:15 AM,Unhurried breakfast at the hotel (Jun · wife · 7mo),Park Hyatt Seoul,Dining,"Ends 9:00 AM.
The one breakfast on the trip that can't start at nine — the 10:00 train sets the clock, and you want to be walking out at 09:15. It's still the calm version: the 10:00 departure was chosen precisely so this could be a real breakfast rather than a rushed one. Eat properly here; food on board is limited and stations are chaotic with a baby.
Note: Everyone staying at the hotel eats at 09:00 instead. Only the three of you are on the early clock today."
9/9/2026,Wednesday,9:00 AM,Unhurried hotel breakfast (Parents · sister's family),Park Hyatt Seoul,Dining,"Ends 10:15 AM.
No agenda, no alarm. This is the recovery day for the six who are not on a train — nine o'clock or later, and nothing after it that can't be dropped."
9/9/2026,Wednesday,9:15 AM,To Suseo station (Jun · wife · 7mo),Suseo station (SRT),Commute,"Ends 9:45 AM.
Suseo is the southern high-speed terminus and it is about five minutes by taxi from the Park Hyatt — which is the whole reason this trip sits in this leg rather than the Insadong one. From Insadong the same trip would mean Seoul Station and a slower KTX. Fifteen minutes on the platform is plenty.
Verify: Book SRT seats in advance at etk.srail.kr, which takes foreign cards. Trains run roughly every thirty minutes, so if you want the 10:00 specifically, book it rather than turning up.
Source: https://www.rome2rio.com/s/Park-Hyatt-Seoul/Suseo-Station"
9/9/2026,Wednesday,10:00 AM,SRT to Daejeon (Jun · wife · 7mo),Suseo → Daejeon,Commute,"Ends 10:55 AM.
About fifty-five minutes southbound. Carrier rather than stroller makes the station transfers much easier — luggage space on board is limited and first-come.
Cost: About ₩20,100 each way, standard class. Under-sixes ride free on a lap; buy a child ticket only if you want the guaranteed seat.
Verify: Confirm with the uncle which Daejeon station you want. Daejeon Station is the main one on the Gyeongbu line; Seo-Daejeon is a different station on the Honam line and serves the west of the city.
Source: https://www.rome2rio.com/Train/Suseo-SRT/Daejeon-Station"
9/9/2026,Wednesday,10:30 AM,Bongeunsa Temple (Parents · sister's family),"Bongeunsa, Samseong-dong",Excursion,"Ends 11:45 AM.
A working Buddhist temple directly across from COEX, ten minutes on foot. Quiet, green, and short enough to abandon at any point. Marked as an idea rather than a plan on purpose — today is the recovery day for the six not on a train, and doing nothing is a completely valid version of it.
Fallback: Turn around whenever the toddler is done, or skip it entirely and let the grandparents have the morning in the room. Starfield COEX is indoors, flat, and thirty seconds closer.
Watch out: Your parents are out every day from the 8th to the 11th with no true rest day. This is the easiest one to give back to them — do not talk them into it.
Watch out: Temple grounds involve steps and slopes. Scout the accessible route or plan to stay on the lower level."
9/9/2026,Wednesday,11:15 AM,With wife's uncle (Jun · wife · 7mo),,Excursion,"Ends 3:30 PM.
The reason for the day. Lunch together, unhurried. Leave the afternoon open rather than stacking anything after it — four hours is a real visit, not a courtesy call.
Watch out: Agree the return train time with him in advance so the goodbye is not rushed or, worse, missed."
9/9/2026,Wednesday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/9/2026,Wednesday,1:00 PM,Nap block (Two kids at the hotel),,Rest,"Ends 3:00 PM.
Note: Protected nap window."
9/9/2026,Wednesday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/9/2026,Wednesday,3:30 PM,"Department store, in shifts (Parents · sister's family)",Hyundai Department Store Trade Center or Starfield COEX,Excursion,"Ends 5:30 PM.
Indoor, air-conditioned, lifts, nursing rooms, and a food hall in the basement. Korean department stores are unusually good at the thing you actually need with small children.
Verify: Confirm the nursing-room floor and store hours."
9/9/2026,Wednesday,4:20 PM,Train back to Suseo (Jun · wife · 7mo),,Commute,"Ends 5:15 PM.
Leave by 3:45 PM.
Back at the hotel around 18:00, which still lands comfortably before the group dinner. Late enough to be tiring, early enough that the baby is not wrecked for tomorrow.
Fallback: If the visit is going well, a later train is fine — but past about 17:30 out of Daejeon you will miss the 18:45 dinner, so tell the group rather than assuming."
9/9/2026,Wednesday,6:45 PM,Dinner together when the train gets in,,Dining,"Ends 8:00 PM.
Near the hotel. Nobody has energy to travel for this one."
9/9/2026,Wednesday,,Nap window — 7mo,,Rest,"Timing: on the train until roughly 11:00.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/10/2026,Thursday,9:00 AM,Park Hyatt breakfast,Park Hyatt Seoul,Dining,"Ends 10:00 AM.
Nine o'clock. Lotte World is a long day on its feet, and starting it rested matters more than starting it early — the park does not get meaningfully busier between opening and eleven on a Thursday."
9/10/2026,Thursday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/10/2026,Thursday,10:10 AM,To Jamsil,"Lotte World, Jamsil",Commute,"Ends 10:40 AM.
Two taxis or the subway. Short either way."
9/10/2026,Thursday,10:45 AM,Lotte World Adventure — indoor half,"Lotte World Adventure, Jamsil",Excursion,"Ends 12:30 PM.
Under two hours, not a full morning. The indoor Adventure section is climate-controlled and mostly flat with lifts, which matters more than the rides here. There is a dedicated small-children's zone; the grandparents can sit in it comfortably while the toddler goes round. Both infants nap in carriers through this.
Fallback: If the park is too much, Lotte World Aquarium in the same complex is dark, cool, quiet, and takes ninety minutes.
Watch out: Ninety to a hundred minutes is the honest ceiling for a two-year-old before a meltdown, and your parents will have been on their feet the whole time. Leaving while everyone is still enjoying it is the entire trick.
Verify: Confirm opening hours, ticket options, stroller rental, and which rides have a minimum age or height.
Watch out: Infants cannot ride almost anything. Plan this as a place to be, not a list of rides to get through.
Verify: Confirm nursing-room and baby-change locations inside the park before you go."
9/10/2026,Thursday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/10/2026,Thursday,12:45 PM,Lunch in the complex,,Dining,"Ends 1:45 PM.
Lotte World Mall next door has far better food than the park itself and proper seating."
9/10/2026,Thursday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/10/2026,Thursday,1:50 PM,Whole group back to the hotel,,Commute,"Ends 2:20 PM.
Everyone returns together — this is not the optional half. Fifteen minutes back to Samseong puts the toddler down in a real bed at 14:20, on the biggest day of the leg.
Watch out: Your parents are done at this point whether they say so or not. Four hours out at ages 69 and 70 is a full day; do not let them talk themselves into staying for the lake."
9/10/2026,Thursday,2:20 PM,Nap block at the hotel,,Rest,"Ends 4:20 PM.
Note: Protected. The grandparents rest here too, and the rest of the day is optional for them."
